,claim,simple_sentence,truth_value,source
147,"Says the sons of Nancy Pelosi, Mitt Romney and John Kerry are all on the boards of ""energy companies doing business in Ukraine.""",Says the sons of Nancy Pelosi  Mitt Romney are all on the boards of `` energy companies doing business in Ukraine . '' Says the sons of Nancy Pelosi  John Kerry are all on the boards of `` energy companies doing business in Ukraine . '' ,meter-false,politifact
148,"Says Nancy Pelosi’s ""legislative aide … is from the Ukraine and is connected to the Ukrainian Embassy, the Ukrainian military, the Ukrainian government and Ukrainian party life""","Says Nancy Pelosi’s ""legislative aide … is from the Ukraine and is connected to the Ukrainian Embassy, the Ukrainian military, the Ukrainian government and Ukrainian party life""",meter-false,politifact
149,"Says the Steele dossier ""was responsible for starting"" Special Counsel Robert Mueller’s investigation into links between the Trump campaign and Russia.",Says the Steele dossier `` was responsible for starting '' Special Counsel Robert Mueller ' s investigation into links between the Trump campaign . Says the Steele dossier `` was responsible for starting '' Special Counsel Robert Mueller ' s investigation into links between Russia . ,meter-false,politifact
150,"Say President Donald Trump ""dictated a short but accurate response to the New York Times article"" about the Trump Tower meeting with Russians.",Say President Donald Trump `` dictated a short response to the New York Times article '' about the Trump Tower meeting with Russians . Say President Donald Trump `` dictated a accurate response to the New York Times article '' about the Trump Tower meeting with Russians . ,meter-false,politifact
151,"Russian natural gas company ""Gazprom held Europe by the throat -- they were a monopoly, and now the U.S. is breaking into that monopoly with our exports of (liquefied natural gas).""",Russian natural gas company `` Gazprom held Europe by the throat -- they were a monopoly is breaking into that monopoly with our exports of -LRB- liquefied natural gas -RRB- . '' Russian natural gas company `` Gazprom held Europe by the throat -- they were now is breaking into that monopoly with our exports of -LRB- liquefied natural gas -RRB- . '' Russian natural gas company `` Gazprom held Europe by the throat -- they were the U.S. is breaking into that monopoly with our exports of -LRB- liquefied natural gas -RRB- . '' ,meter-true,politifact
152,"""We know this now. The banks no longer loan (Donald Trump) money because he's a terrible risk. So he goes to these (Russian) oligarchs and borrows money.""","""We know this now. The banks no longer loan (Donald Trump) money because he's a terrible risk. So he goes to these (Russian) oligarchs and borrows money.""",meter-false,politifact
153,"""In the last couple of days, notices were sent (by officials in Ukraine) to Jews in one city indicating that they had to identify themselves as Jews.""",,meter-false,politifact
154,Ukraine adopted “laws banning the Russian language.”,Ukraine adopted “laws banning the Russian language.”,meter-false,politifact
155,"""Ukraine blatantly interfered in our election.""","""Ukraine blatantly interfered in our election.""",meter-false,politifact
156,"""I can say that the people that have been hired (for the independent Russia investigation) are all Hillary Clinton supporters, some of them worked for Hillary Clinton.""","""I can say that the people that have been hired (for the independent Russia investigation) are all Hillary Clinton supporters, some of them worked for Hillary Clinton.""",meter-false,politifact
157,"""Texas has a higher incarceration rate than Russia or Iran.""",`` Texas has a higher incarceration rate than Russia . '' `` Texas has a higher incarceration rate than Iran . '' ,meter-true,politifact
158,"Compared to President Obama, ""President Reagan rushed home from Santa Barbara vacation, from the Reagan ranch when the Korean jetliner was shot out of the air by the Russians.""","Compared to President Obama, ""President Reagan rushed home from Santa Barbara vacation, from the Reagan ranch when the Korean jetliner was shot out of the air by the Russians.""",meter-false,politifact
159,“Biden threatens to assassinate Ukraine president.”,“Biden threatens to assassinate Ukraine president.”,meter-false,politifact
160,"The Pentagon ""finally comes clean"" and ""admits...that there are 46 U.S. military-funded biolabs in Ukraine""",The Pentagon `` finally comes clean ''. The Pentagon `` finally comes '' ''. The Pentagon `` finally comes `` ''. The Pentagon `` finally comes admits ''. The Pentagon `` finally comes ... '' The Pentagon `` finally comes that there are 46 U.S. military-funded biolabs in Ukraine '' ,meter-false,politifact
161,Video shows “Russian soldiers using weapons that have been in a cupboard since Soviet times.”,Video shows “Russian soldiers using weapons that have been in a cupboard since Soviet times.”,meter-false,politifact
162,U.S. has biological weapons labs in Ukraine.,U.S. has biological weapons labs in Ukraine.,meter-false,politifact
163,"Russia unveiled a nuclear weapon, ""Satan 2,"" that is ""capable of destroying everything breathing in the world.""","Russia unveiled a nuclear weapon, ""Satan 2,"" that is ""capable of destroying everything breathing in the world.""",meter-false,politifact
164,Russia is targeting U.S. biological weapons labs in Ukraine invasion.,Russia is targeting U.S. biological weapons labs in Ukraine invasion.,meter-false,politifact
165,"Says President Donald Trump’s hold on Ukraine aid was like when ""the Obama administration withheld $585 million of promised aid to Egypt in 2013 ... (and within the  fiscal year) they didn't have to disclose the halt to anyone.""",Says President Donald Trump ' s hold on Ukraine aid was like when `` the Obama administration withheld $ 585 million of promised aid to Egypt in 2013 ... -LRB- within the fiscal year -RRB- they did n't have to disclose the halt to anyone . '' ,meter-false,politifact
166,"""#MichaelCohen: Convicted of lying to Congress re: Russia investigation … #ElliottAbrams: Convicted of lying to Congress re: arming Contra death squads""","""#MichaelCohen: Convicted of lying to Congress re: Russia investigation … #ElliottAbrams: Convicted of lying to Congress re: arming Contra death squads""",meter-true,politifact
167,"President Donald ""Trump’s latest set of sanctions against companies and countries benefiting North Korea includes every nation but one making shipments to (North Korea). The one nation Trump exempted from his punitive ban was . . . wait for it . . . drumroll: Russia.""","President Donald ""Trump’s latest set of sanctions against companies and countries benefiting North Korea includes every nation but one making shipments to (North Korea). The one nation Trump exempted from his punitive ban was . . . wait for it . . . drumroll: Russia.""",meter-false,politifact
168,"""Obama released 10 Russian agents from U.S. custody in 2010 during Hillary’s uranium deal.""",,meter-false,politifact
169,"Russia has ""tremendous numbers of nuclear warheads — 1,800, by the way — where they expanded, and we didn't.""",Russia has `` tremendous numbers of nuclear warheads -- 1800  by the way -- where they expanded. We did n't. . ''. ,meter-true,politifact
170,"Says Hillary Clinton ""gave up 20 percent of America's uranium supply to Russia.""","Says Hillary Clinton ""gave up 20 percent of America's uranium supply to Russia.""",meter-false,politifact
171,"""Ukraine voluntarily gave up its nuclear weapons because the United States of America"" said it would ""ensure (its) territorial integrity from Russia.""",``. Ukraine voluntarily gave up its nuclear weapons. The United States of America '' said it would `` ensure -LRB- its -RRB- territorial integrity from Russia. . ''. ,meter-false,politifact
172,"Until the new Iran deal, China and Russia ""have never voted with us at the U.N. on any sanctions on Iran in the past.""",Until the new Iran deal  China `` have never voted with us at the U.N. on any sanctions on Iran in the past . '' Until the new Iran deal  Russia `` have never voted with us at the U.N. on any sanctions on Iran in the past . '' ,meter-false,politifact
173,"""Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.""","""Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.""",meter-false,politifact
174,Photo shows fighting in Ukraine.,Photo shows fighting in Ukraine.,meter-false,politifact
175,"“The former Miss Universe-Ukraine, Anastasiia Lenna, turned in her high heels for some combat boots to fight for her country.”","“The former Miss Universe-Ukraine, Anastasiia Lenna, turned in her high heels for some combat boots to fight for her country.”",meter-false,politifact
