,claim,truth_value,source
311,"""Ukraine was the No. 1 donor to Hillary Clinton when she was running for president.”",meter-false,politifact
312,“Russia has never attacked anyone throughout its history.”,meter-false,politifact
313,"Says Joe Biden risks war with Russia because Vladimir Putin doesn’t “believe in transgender rights.""",meter-false,politifact
314,"Says Joe Biden is “withholding $150 million in aid from Ukraine” to “pressure Ukraine to drop all criminal investigations into him and his son, Hunter.”",meter-false,politifact
315,Says Joe Biden is formally listed as criminal suspect in Ukraine case involving his son.,meter-false,politifact
316,"Says President Barack Obama ""signed the medical appliance tax bill that forced companies to outsource manufacturing of masks, gowns, gloves and ventilaors [sic] to China, Europe and Russia to avoid the tax.”",meter-false,politifact
317,"Says Bill Clinton ""gave nukes to North Korea,"" Barack Obama ""gave nukes to Iran,"" and Hillary Clinton ""gave uranium to Russia.""",meter-false,politifact
318,"Says former Ukraine President Petro Poroshenko ""actively worked for Secretary Clinton.""",meter-false,politifact
319,"""Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.",meter-false,politifact
320,"""The Russians are violating all of the rules, treaties, understandings that they committed to that actually kept the peace in Europe for nearly 70 years.""",meter-true,politifact
321,"""Barack Obama put a permanent stop on this military aid to the Ukraine - he never allowed it to go.""",meter-false,politifact
322,"""Europe and other nations (need to) contribute to Ukraine. Because they’re not doing it. Just the United States. We’re putting up the bulk of the money.""",meter-false,politifact
323,"Crimea ""was sort of taken away from President Obama. … And he wanted Russia to be out of what was called the G-8. And that was his determination.""",meter-false,politifact
324,"When Joe Biden’s son Hunter was serving as ""a director to Ukraine’s largest private gas producer,"" the elder Biden ""threatened to withhold $1 BILLION in U.S. aid to Ukraine if they didn’t fire a prosecutor looking into"" the gas company.",meter-true,politifact
325,"""The reason Russia was in Afghanistan was because terrorists were going into Russia.""",meter-false,politifact
326,"""Russia, Iran, Syria & many others are not happy"" about U.S. troops leaving Syria.",meter-false,politifact
327,"""The Russian state has never interfered ... into internal American affairs including election process.""",meter-false,politifact
328,"Says Bernie Sanders was indifferent to Russia's annexation of Crimea because he felt ""they have a lot of Russians anyway.""",meter-false,politifact
329,"""Denzel Washington: With Trump we avoided war with Russia and Orwellian Police State""",meter-false,politifact
330,"""This is not the first time (the Russians) have been involved in our elections.""",meter-true,politifact
331,"""The son-in-law of the president met with Russian officials at the Trump Tower after having them come in the back door.""",meter-true,politifact
332,"Says Hillary Clinton ""went toe-to-toe with Russia as secretary of state to do the New START agreement to reduce Russia's nuclear stockpile.""",meter-true,politifact
333,"Says New START, passed while Clinton was secretary of state, is a ""treaty cutting Russia’s nuclear arms.""",meter-true,politifact
334,"Russia and China are ""doing naval exercises together someplace.""",meter-true,politifact
335,"Says Hillary Clinton ""was literally present when we pressed the reset button with Russia just a few months after Russia had invaded Georgia.""",meter-true,politifact
336,"""We lock up close to 2.4 million people in this country. We're locking up more people than China and Russia.""",meter-true,politifact
337,"Russia and China ""absolutely said pretty clearly"" they would not keep economic sanctions on Iran if the United States ""walked away from the deal.""",meter-true,politifact
338,"""The entirety of North America -- Canada, the United States and Mexico -- there's more known reserves in those three countries than in Russia and Saudi Arabia.""",meter-false,politifact
339,"Russia ""has an economy the size of Italy.""",meter-true,politifact
340,"In the Georgia-Russia conflict, ""we flew a brigade of Georgian soldiers"" from Iran to Georgia and ""sent U.S. ships into the Black Sea and provided various kinds of supplies.""",meter-true,politifact
341,"The United States stopped plans to build a missile defense shield in Eastern Europe ""as a gift to Russia.""",meter-true,politifact
342,"After Russia went to war with Georgia in 2008, the U.S. sent a ""very strong message"" to Vladimir Putin by sending ""warships to the Black Sea"" and airlifting ""combat troops that Georgia had in Afghanistan"" back to Georgia.",meter-false,politifact
343,"Says she made an ""accurate prediction"" that if Barack Obama were elected it would encourage Russia to invade Ukraine.",meter-true,politifact
344,"""The Russians didn’t wear uniforms when they came in"" to Ukraine.",meter-true,politifact
345,"""Crimea became part of Ukraine only in 1954. Crimea was historically part of Russia, and (Nikita) Khrushchev gave it to Ukraine in a gesture that mystified some people.""",meter-true,politifact
346,"Crimea was part of Russia ""until 1954, when it was given to the Soviet Republic of the Ukraine.""",meter-true,politifact
347,"In the event of a U.S. strike on Syria, ""the Russians will replace the weapons immediately. They’ve said it on the record. They’ve suggested they might even replace it with better stuff.""",meter-false,politifact
348,"""A few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia.""",meter-true,politifact
349,"The Obama administration ""called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people.""",meter-true,politifact
350,Says Romney called Russia our No. 1 enemy.,meter-true,politifact
351,"""Obama tells Russia that he'll turn over America's defense system to them if re-elected.""",meter-false,politifact
352,"""We're going to have more troops (in Afghanistan) . . . than the Russians had.""",meter-false,politifact
353,"The Russian airstrike on a maternity hospital in Mariupol, Ukraine, had “the makings of yet another false flag operation” led by the U.S.",meter-false,politifact
354,"“As the world rallies around Ukraine, Mike Lee was one of only two senators to oppose sanctions on Putin. Then he flew to the Kremlin and discussed dropping sanctions. Lee even opposed arming Ukrainians fighting for their lives.”",meter-false,politifact
355,A photo of a wounded young child was captured in Ukraine in 2022.,meter-false,politifact
356,"""Not once in his entire career in Washington, D.C., which started way back in 1991, has Democratic Socialist Bernie Sanders ever voted yes on sanctions against Russia.""",meter-true,politifact
357,"""Russia, Iran, Syria & many others are not happy"" about U.S. troops leaving Syria.",meter-false,politifact
358,"""I have been much tougher on Russia than Obama, just look at the facts. Total Fake News!""",meter-false,politifact
359,"""I never said Russia did not meddle in the election.""",meter-false,politifact
360,"Says Russian President Vladimir Putin said Pope Francis ""is not a man of God.""",meter-false,politifact
361,"Says Barack Obama found out about Russia ""in August. Now, the election was in November. That's a lot of time. He did nothing about it.""",meter-false,politifact
362,"""If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?""",meter-false,politifact
363,"Says the Obama administration invited ""Russia into Syria.""",meter-false,politifact
364,"Says American polling shows Russian President Vladimir Putin has ""an 80 percent approval rating.""",meter-true,politifact
365,"The United States stopped plans to build a missile defense shield in Eastern Europe ""as a gift to Russia.""",meter-true,politifact
366,"Says she made an ""accurate prediction"" that if Barack Obama were elected it would encourage Russia to invade Ukraine.",meter-true,politifact
367,"In the event of a U.S. strike on Syria, ""the Russians will replace the weapons immediately. They’ve said it on the record. They’ve suggested they might even replace it with better stuff.""",meter-false,politifact
368,"""A few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia.""",meter-true,politifact
369,"The Obama administration ""called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people.""",meter-true,politifact
370,Says Romney called Russia our No. 1 enemy.,meter-true,politifact
371,The war in Ukraine is “all over.”,meter-false,politifact
372,U.S. tax dollars sent to help Ukraine were laundered back by cryptocurrency firm FTX to help Democrats in midterms.,meter-false,politifact
373,"Photo shows “Russian soldiers with a Ukrainian girl, celebrating their human trophy.”",meter-false,politifact
374,“The Russian army has surrendered in Donetsk!”,meter-false,politifact
375,"“North Korea sent more than 100,000 troops to Russia for the Ukraine War!”",meter-false,politifact
376,“The Russian army is withdrawing from Ukraine!” in September 2022,meter-false,politifact
377,"“Putin humiliatingly blows up all weapons and facilities"" on Snake Island by retreating Russian troops.",meter-false,politifact
378,"“War Begins — F-35, F-16 and MiG-29 NATO intercept and destroy Russia Jets in Polish air space.”",meter-false,politifact
379,The United Nations sent out an email instructing staff not to use the words “invasion” or “war’” when referring to Ukraine.,meter-true,politifact
