,claim,truth_value,year_of_publish,month_of_publish,day_of_publish
221,"Key infrastructure in Ukraine’s capital, Kyiv, was targeted by drones overnight, officials said, causing power outages.",meter-true,2023,January,2
222,The democracy-vs.-autocracy frame isn't promoting consensus at home. Here's a better way to gain support from across the U.S. political spectrum for backing Kyiv.,meter-true,2022,December,30
223,Air raid sirens sounded in Kyiv a day after explosions rippled across the country in one of the fiercest attacks by Russia in recent weeks,meter-true,2022,December,30
224,"With the Russian president refusing to back down in Ukraine, Russia's elite is split between those who want the war to end and those supporting further escalation. ",meter-true,2022,December,30
225,The TMC 2022 roundups: Russia and Ukraine,meter-true,2022,December,29
226,"Ukraine’s armed forces said they shot down most of the Russian missiles as attacks were reported in Kyiv, Kharkiv, Odessa and Lviv.",meter-true,2022,December,29
227,"A Ukrainian drone was shot down near Russia's Engels airfield, deep within the country, killing three people, Moscow officials said. ",meter-true,2022,December,27
228,A diplomatic family created a replica of scenes from the Ukrainian city in a bittersweet confectionary tribute. ,meter-true,2022,December,23
229,"The House of Representatives voted 225-201 on Friday, with one member abstaining, to approve a $1.7 trillion bill that includes nearly $44.9 billion in aid to Ukraine.",meter-true,2022,December,23
230,The war in Ukraine is forcing people in Western Europe to ration heat. Some of the most vulnerable are turning it off completely. ,meter-true,2022,December,23
231,"Biden announced $1.85 billion in security assistance for Ukraine during Zelensky's visit, which included a stop at the White House and an address to Congress.",meter-true,2022,December,22
232,"As Russia’s attacks continue, democracies are holding the line in Ukraine.",meter-true,2022,December,22
233,"New research explores the hurdles for Ukrainian servicewomen, as well as for other women who wish to participate in the war effort. ",meter-true,2022,December,21
234,Zelensky's first trip out of Ukraine since Russia's invasion comes as U.S. lawmakers race to pass a funding bill that includes aid for Ukraine.,meter-true,2022,December,21
235,The Pentagon's partnership with Silicon Valley has hit its stride after a wary beginning. We still don't know what that will ultimately mean for warfare.,meter-true,2022,December,20
236,"President Zelensky made an unexpected visit to Bakhmut in Donetsk region, his office said, a day after calling it the ""hottest spot"" on the front line.",meter-true,2022,December,20
237,"In their heroic fight against the Russian invasion, Ukrainians have been bolstered by data tools that are revolutionizing war.",meter-true,2022,December,19
238,"Russian President Vladimir Putin is in Minsk to meet with Belarusian President Alexander Lukashenko, his regional ally.",meter-true,2022,December,19
239,"Russian President Vladimir Putin plans to meet Monday with ally Alexander Lukashenko, the Belarusian president.",meter-true,2022,December,18
240,One of Russia's biggest attacks this year knocked out power to millions this week in a campaign of Kremlin aggression targeting Ukrainian infrastructure,meter-true,2022,December,17
241,"Explosions and missile strikes were reported across Ukraine early Friday, including in the capital Kyiv. ",meter-true,2022,December,16
242,"As Russian strikes on energy infrastructure intensify, the United States is preparing to share advanced weapons with Ukraine.
",meter-true,2022,December,15
243,"Ukraine's military said 13 Iranian-made Shahed drones were shot down. Suedi Murekezi, a U.S. air force veteran, was freed in a prisoner swap with Russia, an official said. ",meter-true,2022,December,14
244,"The conference, meant to coordinate support for Ukraine, brought together representatives from 24 international organizations and 46 countries. ",meter-true,2022,December,13
245,Ukrainian President Volodymyr Zelensky described the virtual Group of Seven summit as an important event for Ukraine this week as it heads into winter with a damaged power grid.,meter-true,2022,December,12
246,Japan is looking to buy hundreds of U.S.-built Tomahawk cruise missiles as part of an unprecedented defense buildup.,meter-true,2022,December,12
247,"The Russian leader might hope that, by jailing Ilya Yashin, he will intimidate others into silence. But the truth won’t sit quietly behind bars.",meter-true,2022,December,11
248,Moscow-backed officials accused Ukraine of deploying HIMARS rockets in Melitopol. Kyiv has not taken responsibility. ,meter-true,2022,December,11
249,U.S. Defense Secretary Austin said nuclear powers should avoid escalating conflicts after Russia's Putin raised the possibility of a preemptive military strike,meter-true,2022,December,10
250,Brittney Griner arrived in San Antonio after Viktor Bout landed in in Moscow; Putin threatened to continue strikes on energy infrastructure.,meter-true,2022,December,9
251,"Europe lacks the capabilities needed to defend itself from “higher level threats,” European Union foreign policy chief Josep Borrell said. ",meter-true,2022,December,8
252,Ukraine’s allies are walking a fine line after a series of drone strikes targeting Russian military airfields this week.,meter-true,2022,December,7
253,"A Ukrainian official told The Washington Post that the strikes were carried out by Ukrainian drones, though Kyiv did not officially claim responsibility.",meter-true,2022,December,6
254,There's another way to shorten the war.,meter-true,2022,December,6
255,Change has come with remarkable speed — but also at great cost.,meter-true,2022,December,5
256,"As missiles headed for Kyiv, the European Union’s embargo on seaborne Russian crude and the Group of Seven’s price cap on oil went into effect.",meter-true,2022,December,5
257,"Russia and Ukraine will probably “try to refit, resupply, in a sense, reconstitute” in the spring, Director of National Intelligence Avril Haines said. ",meter-true,2022,December,4
258,"Moscow has denounced a price cap on Russian oil agreed by Western nations as ""dangerous."" The Biden administration has called the cap “welcome news.”",meter-true,2022,December,3
259,"Up to 13,000 Ukrainian troops have been killed in the war, a presidential adviser said. President Biden said he has no plans to meet Vladimir Putin until Russia signals an intention to end the war.",meter-true,2022,December,2
260,The U.S. Army has signed a new contract worth up to $1.2 billion with Raytheon to send air defense missile systems to Ukraine.,meter-true,2022,December,1
261,European Commission President Ursula von der Leyen has proposed establishing a specialized court to investigate and prosecute Russia for war crimes.,meter-true,2022,November,30
262,"The United States is expected to announce steps to help Ukraine withstand Russian attacks on its energy infrastructure, as NATO diplomats gather in Romania.",meter-true,2022,November,29
263,"In Brussels Monday, European diplomats will try to move forward with U.S.-backed plans to cap the price of Russian oil after talks last week stalled. ",meter-true,2022,November,28
264,"House Republicans, who will soon hold a slim majority, warned the Biden administration to expect tougher oversight of the $20 billion in military aid to Ukraine",meter-true,2022,November,27
265,"Electricity was restored to much of Ukraine, but 3 million customers remained without electricity, President Volodymyr Zelensky said Saturday",meter-true,2022,November,26
266,"NATO Secretary General Jens Stoltenberg on Friday pledged ongoing support for Ukraine, saying that backing Ukrainian forces now is a step toward a lasting peace. ",meter-true,2022,November,25
