,claim,truth_value
353,"The Russian airstrike on a maternity hospital in Mariupol, Ukraine, had “the makings of yet another false flag operation” led by the U.S.",meter-false
354,"“As the world rallies around Ukraine, Mike Lee was one of only two senators to oppose sanctions on Putin. Then he flew to the Kremlin and discussed dropping sanctions. Lee even opposed arming Ukrainians fighting for their lives.”",meter-false
355,A photo of a wounded young child was captured in Ukraine in 2022.,meter-false
356,"""Not once in his entire career in Washington, D.C., which started way back in 1991, has Democratic Socialist Bernie Sanders ever voted yes on sanctions against Russia.""",meter-true
357,"""Russia, Iran, Syria & many others are not happy"" about U.S. troops leaving Syria.",meter-false
358,"""I have been much tougher on Russia than Obama, just look at the facts. Total Fake News!""",meter-false
359,"""I never said Russia did not meddle in the election.""",meter-false
360,"Says Russian President Vladimir Putin said Pope Francis ""is not a man of God.""",meter-false
361,"Says Barack Obama found out about Russia ""in August. Now, the election was in November. That's a lot of time. He did nothing about it.""",meter-false
362,"""If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?""",meter-false
363,"Says the Obama administration invited ""Russia into Syria.""",meter-false
364,"Says American polling shows Russian President Vladimir Putin has ""an 80 percent approval rating.""",meter-true
365,"The United States stopped plans to build a missile defense shield in Eastern Europe ""as a gift to Russia.""",meter-true
366,"Says she made an ""accurate prediction"" that if Barack Obama were elected it would encourage Russia to invade Ukraine.",meter-true
367,"In the event of a U.S. strike on Syria, ""the Russians will replace the weapons immediately. They’ve said it on the record. They’ve suggested they might even replace it with better stuff.""",meter-false
368,"""A few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia.""",meter-true
369,"The Obama administration ""called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people.""",meter-true
370,Says Romney called Russia our No. 1 enemy.,meter-true
371,The war in Ukraine is “all over.”,meter-false
372,U.S. tax dollars sent to help Ukraine were laundered back by cryptocurrency firm FTX to help Democrats in midterms.,meter-false
373,"Photo shows “Russian soldiers with a Ukrainian girl, celebrating their human trophy.”",meter-false
374,“The Russian army has surrendered in Donetsk!”,meter-false
375,"“North Korea sent more than 100,000 troops to Russia for the Ukraine War!”",meter-false
376,“The Russian army is withdrawing from Ukraine!” in September 2022,meter-false
377,"“Putin humiliatingly blows up all weapons and facilities"" on Snake Island by retreating Russian troops.",meter-false
378,"“War Begins — F-35, F-16 and MiG-29 NATO intercept and destroy Russia Jets in Polish air space.”",meter-false
379,The United Nations sent out an email instructing staff not to use the words “invasion” or “war’” when referring to Ukraine.,meter-true
380,"CNN staged a fire in Edmonton, Canada, and claimed it was filmed in Ukraine.",meter-false
381,"The Russian airstrike on a maternity hospital in Mariupol, Ukraine, had “the makings of yet another false flag operation” led by the U.S.",meter-false
382,"“Just a reminder that right before Ukraine was invaded, Hillary was found to be guilty of spying on a sitting U.S. president.”",meter-false
383,“Putin Vows to ‘Crush’ Child Traffickers in Ukraine”,meter-false
384,This video shows “Russian war in Ukraine.”,meter-false
385,"U.S. imports 1% of its oil from Russia while “Exxon, Chevron, BP and Shell profits are at their highest level in over 7 years.”",meter-true
386,“Putin bombs Biden-owned villa in Ukraine while hammering biolabs & pedophile rings.”,meter-false
387,"“As the world rallies around Ukraine, Mike Lee was one of only two senators to oppose sanctions on Putin. Then he flew to the Kremlin and discussed dropping sanctions. Lee even opposed arming Ukrainians fighting for their lives.”",meter-false
388,A Ukrainian TikToker shows how to drive an abandoned Russian armored vehicle.,meter-false
389,The war in Ukraine is “scripted and staged.”,meter-false
390,Says Sean Penn’s trip to Ukraine in November is evidence the war is staged.,meter-false
391,"""The Russian army does not occupy Ukrainian territory.""",meter-false
392,"A 2022 CNN report said, “Russia deploys two nuke bombers in US backyard, Venezuela.”",meter-false
393,Photos show Ukrainian citizens destroying two Russian tanks with Molotov cocktails in Kyiv.,meter-false
394,Video shows Ukrainian soldiers saying goodbye to loved ones amid Russia’s 2022 invasion.,meter-false
395,"""An 8-year-old Ukrainian girl confronts a Russian soldier telling him to go back to his country.”",meter-false
396,“We have doubled our (oil) imports from Russia in the last year.”,meter-false
397,"The United States buys ""206,000 barrels of oil a day"" from Russia but ""shut down domestic oil production a year ago.""",meter-false
398,A photo showing young children saluting troops was captured in Ukraine in 2022.,meter-false
399,Actor Steven Seagal spotted among Russian special forces in Ukraine,meter-false
400,Video shows footage from Russia invading Ukraine.,meter-false
401,TikTok video shows Russian soldiers parachuting into Ukraine.,meter-false
402,A 2022 video shows “Ukrainian and Russian soldiers face to face.”,meter-false
403,Ethnic Russians face “genocide perpetrated by the Kyiv regime.”,meter-false
404,A photo shows a Russian warplane under attack.,meter-false
405,“Russia has never attacked anyone throughout its history.”,meter-false
406,"Says Joe Biden risks war with Russia because Vladimir Putin doesn’t “believe in transgender rights.""",meter-false
407,"“Durham’s documents show that Hillary Clinton hired people who hacked into Trump’s home and office computers” and “planted evidence, fabricated evidence connecting Trump to Russia.”",meter-false
408,“Biden invested the entire family fortune in Ukraine gas and oil. Then shuts down Keystone pipeline. Starting to get the picture.”,meter-false
409,"""Barack Obama put a permanent stop on this military aid to the Ukraine - he never allowed it to go.""",meter-false
410,"Says the sons of Nancy Pelosi, Mitt Romney and John Kerry are all on the boards of ""energy companies doing business in Ukraine.""",meter-false
411,"Says Nancy Pelosi’s ""legislative aide … is from the Ukraine and is connected to the Ukrainian Embassy, the Ukrainian military, the Ukrainian government and Ukrainian party life""",meter-false
412,"When Joe Biden’s son Hunter was serving as ""a director to Ukraine’s largest private gas producer,"" the elder Biden ""threatened to withhold $1 BILLION in U.S. aid to Ukraine if they didn’t fire a prosecutor looking into"" the gas company.",meter-true
413,"""The reason Russia was in Afghanistan was because terrorists were going into Russia.""",meter-false
414,"""Russia, Iran, Syria & many others are not happy"" about U.S. troops leaving Syria.",meter-false
415,"Says the Steele dossier ""was responsible for starting"" Special Counsel Robert Mueller’s investigation into links between the Trump campaign and Russia.",meter-false
416,"Say President Donald Trump ""dictated a short but accurate response to the New York Times article"" about the Trump Tower meeting with Russians.",meter-false
