,claim,truth_value,year_of_publish,month_of_publish,day_of_publish
251,"""I can say that the people that have been hired (for the independent Russia investigation) are all Hillary Clinton supporters, some of them worked for Hillary Clinton.""",meter-mostly-false,2017,June,23
252,"""We know this now. The banks no longer loan (Donald Trump) money because he's a terrible risk. So he goes to these (Russian) oligarchs and borrows money.""",meter-mostly-false,2016,July,27
253,"Says Hillary Clinton ""was literally present when we pressed the reset button with Russia just a few months after Russia had invaded Georgia.""",meter-mostly-true,2016,July,3
254,"""Texas has a higher incarceration rate than Russia or Iran.""",meter-mostly-true,2016,February,26
255,"Says the Obama administration invited ""Russia into Syria.""",meter-mostly-false,2015,December,15
256,"Russia ""has an economy the size of Italy.""",meter-mostly-true,2014,July,27
257,"Compared to President Obama, ""President Reagan rushed home from Santa Barbara vacation, from the Reagan ranch when the Korean jetliner was shot out of the air by the Russians.""",meter-mostly-false,2014,July,17
258,"In the Georgia-Russia conflict, ""we flew a brigade of Georgian soldiers"" from Iran to Georgia and ""sent U.S. ships into the Black Sea and provided various kinds of supplies.""",meter-half-true,2014,May,18
259,"""In the last couple of days, notices were sent (by officials in Ukraine) to Jews in one city indicating that they had to identify themselves as Jews.""",meter-false,2014,April,17
260,"After Russia went to war with Georgia in 2008, the U.S. sent a ""very strong message"" to Vladimir Putin by sending ""warships to the Black Sea"" and airlifting ""combat troops that Georgia had in Afghanistan"" back to Georgia.",meter-mostly-false,2014,March,16
261,"Says she made an ""accurate prediction"" that if Barack Obama were elected it would encourage Russia to invade Ukraine.",meter-half-true,2014,February,28
262,"""Crimea became part of Ukraine only in 1954. Crimea was historically part of Russia, and (Nikita) Khrushchev gave it to Ukraine in a gesture that mystified some people.""",meter-true,2014,March,2
263,"Crimea was part of Russia ""until 1954, when it was given to the Soviet Republic of the Ukraine.""",meter-true,2014,March,2
264,"In the event of a U.S. strike on Syria, ""the Russians will replace the weapons immediately. They’ve said it on the record. They’ve suggested they might even replace it with better stuff.""",meter-mostly-false,2013,September,7
265,"The Obama administration ""called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people.""",meter-half-true,2012,October,11
266,Says Romney called Russia our No. 1 enemy.,meter-mostly-true,2012,September,6
267,U.S. tax dollars sent to help Ukraine were laundered back by cryptocurrency firm FTX to help Democrats in midterms.,meter-false,2022,November,13
268,"President Joe Biden and Democrats ""send a fortune to Ukraine but nothing for our children.""",tom_ruling_pof,2022,November,2
269,“Ukraine has a nuclear bomb primed in Mykolaiv.”,meter-false,2022,October,20
270,"Photo shows “Russian soldiers with a Ukrainian girl, celebrating their human trophy.”",meter-false,2022,October,25
271,North Korea has taken military action against Russia.,tom_ruling_pof,2022,October,8
272,“The Russian army has surrendered in Donetsk!”,meter-false,2022,September,28
273,"“North Korea sent more than 100,000 troops to Russia for the Ukraine War!”",meter-false,2022,September,28
274,“Biden threatens to assassinate Ukraine president.”,tom_ruling_pof,2022,July,18
275,"“Putin humiliatingly blows up all weapons and facilities"" on Snake Island by retreating Russian troops.",meter-mostly-false,2022,July,2
276,Video shows Russian artillery tanks “completely destroyed by Bayraktar TB2 drones” on July 2.,meter-false,2022,July,3
277,"The Pentagon ""finally comes clean"" and ""admits...that there are 46 U.S. military-funded biolabs in Ukraine""",meter-false,2022,June,12
278,"With the $53 billion spent in Ukraine aid, the U.S. “could pay five SWAT members $80,000 each and have them at EVERY school front door.”",meter-half-true,2022,May,26
279,Video shows a “Russian pilot” escaping from jets and a Russian aircraft getting hit by a missile.,meter-false,2022,May,22
280,“Soldiers destroyed Russian tank with NLAW in ambush.”,meter-false,2022,May,18
281,A recent photo shows the “Russian Orthodox Church blessing a rocket called Satan.”,meter-false,2022,May,13
282,Photo of unbroken windows proves war in Ukraine is fake.,tom_ruling_pof,2022,April,23
283,"""America (is) trying to overthrow the Ukraine government just as the shadow government has infiltrated and overthrown the US government.""",meter-false,2022,April,16
284,Video shows “Russian soldiers using weapons that have been in a cupboard since Soviet times.”,meter-false,2022,March,13
285,"The Russian airstrike on a maternity hospital in Mariupol, Ukraine, had “the makings of yet another false flag operation” led by the U.S.",tom_ruling_pof,2022,March,11
286,U.S. has biological weapons labs in Ukraine.,meter-false,2022,March,9
287,Video shows Russian President Vladimir Putin meeting with South Korea’s president.,meter-false,2022,March,6
288,“Putin bombs Biden-owned villa in Ukraine while hammering biolabs & pedophile rings.”,tom_ruling_pof,2022,March,2
289,The war in Ukraine is “scripted and staged.”,tom_ruling_pof,2022,February,25
290,"Russia unveiled a nuclear weapon, ""Satan 2,"" that is ""capable of destroying everything breathing in the world.""",meter-false,2022,February,25
291,Russia is targeting U.S. biological weapons labs in Ukraine invasion.,meter-false,2022,February,24
292,"Says Joe Biden is “withholding $150 million in aid from Ukraine” to “pressure Ukraine to drop all criminal investigations into him and his son, Hunter.”",meter-false,2021,April,12
293,"""Not once in his entire career in Washington, D.C., which started way back in 1991, has Democratic Socialist Bernie Sanders ever voted yes on sanctions against Russia.""",meter-half-true,2020,February,22
294,"Says President Donald Trump’s hold on Ukraine aid was like when ""the Obama administration withheld $585 million of promised aid to Egypt in 2013 ... (and within the  fiscal year) they didn't have to disclose the halt to anyone.""",meter-mostly-false,2020,January,22
295,"Says Bill Clinton ""gave nukes to North Korea,"" Barack Obama ""gave nukes to Iran,"" and Hillary Clinton ""gave uranium to Russia.""",meter-false,2019,December,29
296,"""The Russians are violating all of the rules, treaties, understandings that they committed to that actually kept the peace in Europe for nearly 70 years.""",meter-mostly-true,2019,November,13
297,"""Barack Obama put a permanent stop on this military aid to the Ukraine - he never allowed it to go.""",meter-mostly-false,2019,October,21
298,"""#MichaelCohen: Convicted of lying to Congress re: Russia investigation … #ElliottAbrams: Convicted of lying to Congress re: arming Contra death squads""",meter-mostly-true,2019,February,27
299,"""Russia, Iran, Syria & many others are not happy"" about U.S. troops leaving Syria.",meter-false,2018,December,20
300,"President Donald ""Trump’s latest set of sanctions against companies and countries benefiting North Korea includes every nation but one making shipments to (North Korea). The one nation Trump exempted from his punitive ban was . . . wait for it . . . drumroll: Russia.""",meter-mostly-false,2018,March,2
301,"""Obama released 10 Russian agents from U.S. custody in 2010 during Hillary’s uranium deal.""",meter-mostly-false,2017,November,26
302,"Russia has ""tremendous numbers of nuclear warheads — 1,800, by the way — where they expanded, and we didn't.""",meter-half-true,2016,October,19
303,"Says Hillary Clinton ""went toe-to-toe with Russia as secretary of state to do the New START agreement to reduce Russia's nuclear stockpile.""",meter-half-true,2016,October,4
304,"Says Hillary Clinton ""gave up 20 percent of America's uranium supply to Russia.""",meter-mostly-false,2016,September,28
305,"Says New START, passed while Clinton was secretary of state, is a ""treaty cutting Russia’s nuclear arms.""",meter-half-true,2016,September,9
306,"Russia and China are ""doing naval exercises together someplace.""",meter-mostly-true,2016,August,1
307,"""Texas has a higher incarceration rate than Russia or Iran.""",meter-mostly-true,2016,February,26
308,"""Ukraine voluntarily gave up its nuclear weapons because the United States of America"" said it would ""ensure (its) territorial integrity from Russia.""",meter-false,2016,March,21
309,"Until the new Iran deal, China and Russia ""have never voted with us at the U.N. on any sanctions on Iran in the past.""",tom_ruling_pof,2016,January,13
310,"Says the Obama administration invited ""Russia into Syria.""",meter-mostly-false,2015,December,15
311,"""Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.""",meter-false,2015,August,6
312,"Russia and China ""absolutely said pretty clearly"" they would not keep economic sanctions on Iran if the United States ""walked away from the deal.""",meter-mostly-true,2015,July,27
313,"The United States stopped plans to build a missile defense shield in Eastern Europe ""as a gift to Russia.""",meter-half-true,2014,March,23
314,"In the event of a U.S. strike on Syria, ""the Russians will replace the weapons immediately. They’ve said it on the record. They’ve suggested they might even replace it with better stuff.""",meter-mostly-false,2013,September,7
315,"""A few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia.""",meter-half-true,2012,October,22
316,Says Romney called Russia our No. 1 enemy.,meter-mostly-true,2012,September,6
317,Photo shows fighting in Ukraine.,meter-false,2022,September,21
318,"With the $53 billion spent in Ukraine aid, the U.S. “could pay five SWAT members $80,000 each and have them at EVERY school front door.”",meter-half-true,2022,May,26
319,This video shows “Russian war in Ukraine.”,meter-false,2022,March,7
320,"“The former Miss Universe-Ukraine, Anastasiia Lenna, turned in her high heels for some combat boots to fight for her country.”",meter-false,2022,February,27
321,"""An 8-year-old Ukrainian girl confronts a Russian soldier telling him to go back to his country.”",meter-false,2022,February,27
