,Unnamed: 0,Unnamed: 0.1,claim,truth_value,source,simple_sentence
132,132,132,"""If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?""",meter-false,politifact,"`` If Russia  was hacking  why did the White House wait so long to act ?. `` If Russia  some other entity was hacking  why did the White House wait so long to act ?. Why did they only complain after Hillary lost?""."
133,133,133,"Says the Obama administration invited ""Russia into Syria.""",meter-false,politifact,"Says the Obama administration invited ""Russia into Syria.""."
134,134,134,"Says American polling shows Russian President Vladimir Putin has ""an 80 percent approval rating.""",meter-true,politifact,"Says American polling shows Russian President Vladimir Putin has ""an 80 percent approval rating.""."
135,135,135,"Photo shows “Russian soldiers with a Ukrainian girl, celebrating their human trophy.”",meter-false,politifact,"Photo shows “Russian soldiers with a Ukrainian girl, celebrating their human trophy.” ."
136,136,136,"CNN staged a fire in Edmonton, Canada, and claimed it was filmed in Ukraine.",meter-false,politifact,CNN staged a fire in Edmonton  Canada  . CNN claimed it was filmed in Ukraine . .
137,137,137,“Putin bombs Biden-owned villa in Ukraine while hammering biolabs & pedophile rings.”,meter-false,politifact,“ Putin bombs  Biden-owned villa in Ukraine . ” . “ Putin bombs  Biden-owned villa in hammering biolabs & pedophile rings . ” . 
138,138,138,"A 2022 CNN report said, “Russia deploys two nuke bombers in US backyard, Venezuela.”",meter-false,politifact,"A 2022 CNN report said, “Russia deploys two nuke bombers in US backyard, Venezuela.” ."
139,139,139,"""An 8-year-old Ukrainian girl confronts a Russian soldier telling him to go back to his country.”",meter-false,politifact,"""An 8-year-old Ukrainian girl confronts a Russian soldier telling him to go back to his country.” ."
140,140,140,“We have doubled our (oil) imports from Russia in the last year.”,meter-false,politifact,“We have doubled our (oil) imports from Russia in the last year.” .
141,141,141,A photo showing young children saluting troops was captured in Ukraine in 2022.,meter-false,politifact,A photo showing young children saluting troops was captured in Ukraine in 2022. .
142,142,142,Actor Steven Seagal spotted among Russian special forces in Ukraine,meter-false,politifact,Actor Steven Seagal spotted among Russian special forces in Ukraine .
143,143,143,A 2022 video shows “Ukrainian and Russian soldiers face to face.”,meter-false,politifact,A 2022 video shows “ Ukrainian ” . A 2022 video shows “ Russian soldiers face to face . ” . 
144,144,144,A photo shows a Russian warplane under attack.,meter-false,politifact,A photo shows a Russian warplane under attack..
145,145,145,"“Durham’s documents show that Hillary Clinton hired people who hacked into Trump’s home and office computers” and “planted evidence, fabricated evidence connecting Trump to Russia.”",meter-false,politifact,“ Durham ’ s documents show that Hillary Clinton hired people . “ Durham ’ s documents show that Hillary Clinton hacked into Trump ’ s home office computers ” . “ Durham ’ s documents show that Hillary Clinton hacked into “ planted evidence . “ Durham ’ s documents show that Hillary Clinton hacked into “ fabricated evidence connecting Trump to Russia . ” . 
146,146,146,“Biden invested the entire family fortune in Ukraine gas and oil. Then shuts down Keystone pipeline. Starting to get the picture.”,meter-false,politifact,“ Biden invested  the entire family fortune in Ukraine gas . “ Biden invested  oil . Then shuts down Keystone pipeline.Starting to get the picture.” .
147,147,147,"Says the sons of Nancy Pelosi, Mitt Romney and John Kerry are all on the boards of ""energy companies doing business in Ukraine.""",meter-false,politifact,Says  the sons of Nancy Pelosi are all on the boards of `` energy companies doing business in Ukraine . `` Says  the sons of Mitt Romney are all on the boards of `` energy companies doing business in Ukraine . `` Says  the sons of John Kerry are all on the boards of `` energy companies doing business in Ukraine . `` .
148,148,148,"Says Nancy Pelosi’s ""legislative aide … is from the Ukraine and is connected to the Ukrainian Embassy, the Ukrainian military, the Ukrainian government and Ukrainian party life""",meter-false,politifact,Says Nancy Pelosi ’ s `` legislative aide … is from the Ukraine is connected to the Ukrainian Embassy `` . Says Nancy Pelosi ’ s `` legislative aide … is from the Ukraine is connected to the Ukrainian military `` . Says Nancy Pelosi ’ s `` legislative aide … is from the Ukraine is connected to the Ukrainian government `` . Says Nancy Pelosi ’ s `` legislative aide … is from the Ukraine is connected to Ukrainian party life `` . 
149,149,149,"Says the Steele dossier ""was responsible for starting"" Special Counsel Robert Mueller’s investigation into links between the Trump campaign and Russia.",meter-false,politifact,Says  the Steele dossier `` was  responsible for starting `` Special Counsel Robert Mueller ’ s investigation into links between the Trump campaign . Says  the Steele dossier `` was  responsible for starting `` Special Counsel Robert Mueller ’ s investigation into links between Russia . .
150,150,150,"Say President Donald Trump ""dictated a short but accurate response to the New York Times article"" about the Trump Tower meeting with Russians.",meter-false,politifact,Say President Donald Trump `` dictated a short response to the New York Times article `` about the Trump Tower meeting with Russians . Say President Donald Trump `` dictated a accurate response to the New York Times article `` about the Trump Tower meeting with Russians . .
151,151,151,"Russian natural gas company ""Gazprom held Europe by the throat -- they were a monopoly, and now the U.S. is breaking into that monopoly with our exports of (liquefied natural gas).""",meter-true,politifact,Russian natural gas company `` Gazprom held Europe by the throat -- they were  a monopoly . Now the U.S. is breaking into that monopoly with our exports of liquefied natural gas . ``. .
152,152,152,"""We know this now. The banks no longer loan (Donald Trump) money because he's a terrible risk. So he goes to these (Russian) oligarchs and borrows money.""",meter-false,politifact,"""We know this now.The banks no longer loan Donald Trump money. He 's a terrible risk. . So he goes to these Russian oligarchs . `` So he borrows money . `` ."
153,153,153,"""In the last couple of days, notices were sent (by officials in Ukraine) to Jews in one city indicating that they had to identify themselves as Jews.""",meter-false,politifact,"""In the last couple of days, notices were sent (by officials in Ukraine) to Jews in one city indicating that they had to identify themselves as Jews.""."
154,154,154,Ukraine adopted “laws banning the Russian language.”,meter-false,politifact,Ukraine adopted “laws banning the Russian language.” .
155,155,155,"""Ukraine blatantly interfered in our election.""",meter-false,politifact,"""Ukraine blatantly interfered in our election.""."
156,156,156,"""I can say that the people that have been hired (for the independent Russia investigation) are all Hillary Clinton supporters, some of them worked for Hillary Clinton.""",meter-false,politifact,"""I can say that the people that have been hired (for the independent Russia investigation) are all Hillary Clinton supporters, some of them worked for Hillary Clinton.""."
157,157,157,"""Texas has a higher incarceration rate than Russia or Iran.""",meter-true,politifact,`` Texas has  a higher incarceration rate than Russia . `` `` Texas has  Iran . `` .
158,158,158,"Compared to President Obama, ""President Reagan rushed home from Santa Barbara vacation, from the Reagan ranch when the Korean jetliner was shot out of the air by the Russians.""",meter-false,politifact,"President Obama rushed home from Santa Barbara vacation , , from the Reagan ranch when the Korean jetliner was shot out of the air by the Russians . the Korean jetliner was shot out of the air by the Russians . the Korean jetliner shot out of the air by the Russians . ."
159,159,159,“Biden threatens to assassinate Ukraine president.”,meter-false,politifact,“Biden threatens to assassinate Ukraine president.” .
160,160,160,"The Pentagon ""finally comes clean"" and ""admits...that there are 46 U.S. military-funded biolabs in Ukraine""",meter-false,politifact,The Pentagon `` finally comes clean `` `` admits ... that there are 46 U.S. military-funded biolabs in Ukraine `` . 
161,161,161,Video shows “Russian soldiers using weapons that have been in a cupboard since Soviet times.”,meter-false,politifact,Video shows “Russian soldiers using weapons that have been in a cupboard since Soviet times.” .
162,162,162,U.S. has biological weapons labs in Ukraine.,meter-false,politifact,U.S. has biological weapons labs in Ukraine..
163,163,163,"Russia unveiled a nuclear weapon, ""Satan 2,"" that is ""capable of destroying everything breathing in the world.""",meter-false,politifact,"Russia unveiled a nuclear weapon , , `` `` Satan 2 , , '' '' that is `` `` capable of destroying everything breathing in the world . Russia is `` `` capable of destroying everything breathing in the world . Russia destroying everything breathing in the world . ."
