,nc,1,claim,0,nt
123,Фейк: В аэропорту Штутгарта появились плакаты с призывом к властям «не передавать Украине танки»...,meter-false,Fake: Posters appeared at the Stuttgart airport calling on the authorities “not to transfer tanks to Ukraine”...,Posters appeared at the Stuttgart airport calling on the authorities “not to transfer tanks to Ukraine”...,Fake
124,Манипуляция: Зеленский «признал невозможность переломить ситуацию поставками западных танков»,meter-false,Manipulation: Zelensky “recognized the impossibility of turning the tide with the supply of Western tanks”,Zelensky “recognized the impossibility of turning the tide with the supply of Western tanks”,Manipulation
125,"Фейк: Запад отправляет в Украину не только военную технику, но и живую силу, —...",meter-false,"Fake: The West sends to Ukraine not only military equipment, but also manpower, -...","The West sends to Ukraine not only military equipment, but also manpower, -...",Fake
126,Фейк: В Украине «запретят называть зайца русаком» – видео,meter-false,"Fake: In Ukraine, “it will be forbidden to call a hare a hare” – video","In Ukraine, “it will be forbidden to call a hare a hare” – video",Fake
127,Фейк: Украинцы звонят российским школьникам и просят «для проверки» оставить газ в квартире включенным,meter-false,Fake: Ukrainians call Russian schoolchildren and ask them to leave the gas in their apartment on “for verification”,Ukrainians call Russian schoolchildren and ask them to leave the gas in their apartment on “for verification”,Fake
128,Фейк: В Украине повестки уже вручают подросткам – фото,meter-false,Fake: Summons are already being handed to teenagers in Ukraine – photo,Summons are already being handed to teenagers in Ukraine – photo,Fake
129,Фейк: Власти Украины осушают Днепр — для переброски ВСУ на левый берег,meter-false,Fake: Ukrainian authorities are draining the Dnieper to transfer the Armed Forces to the left bank,Ukrainian authorities are draining the Dnieper to transfer the Armed Forces to the left bank,Fake
130,Манипуляция: Дания «пожалела об отправке своих гаубиц Caesar Украине»,meter-false,"Manipulation: Denmark ""regretted sending its Caesar howitzers to Ukraine""","Denmark ""regretted sending its Caesar howitzers to Ukraine""",Manipulation
131,"Манипуляция: СБУ задержали мужчину за то, что «тот пек хлеб в оккупации»",meter-false,Manipulation: SBU detained a man for “baking bread in the occupation”,SBU detained a man for “baking bread in the occupation”,Manipulation
132,Манипуляция: Зеленский назвал ПВО самым слабым местом в обороне Украины,meter-false,Manipulation: Zelensky called air defense the weakest point in the defense of Ukraine,Zelensky called air defense the weakest point in the defense of Ukraine,Manipulation
133,Фейк: Запад и ВОЗ «готовят Молдову к войне» с Россией,meter-false,Fake: West and WHO are “preparing Moldova for war” with Russia,West and WHO are “preparing Moldova for war” with Russia,Fake
134,"Фейк: На польском телевидении использовали карту Польши, включающую территорию соседних областей Украины",meter-false,"Fake: Polish TV used a map of Poland, including the territory of neighboring regions of Ukraine","Polish TV used a map of Poland, including the territory of neighboring regions of Ukraine",Fake
